Body Name,Date,Transaction Number,Amount,Supplier,Expense Area,Directorate Name,Cost Centre Name,Subjective,Supplier Size,Merchant Category Code,Merchant Category Label
City of Westminster Council,27/01/2014,SCC:PCA:8609,6.47,MCDONALDS REST.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8610,10.5,NANDOS KINGS CROSS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8610,10.5,NANDOS KINGS CROSS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8611,21.4,NEW SOUTHERN RAILW,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,27/01/2014,SCC:PCA:8612,20,OYSTER AUTOTOPUP,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,40,OYSTER AUTOTOPUP,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,40,OYSTER AUTOTOPUP,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,40,OYSTER AUTOTOPUP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,40,OYSTER AUTOTOPUP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,40,OYSTER AUTOTOPUP,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,20,OYSTER AUTOTOPUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,20,OYSTER AUTOTOPUP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,20,OYSTER AUTOTOPUP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,20,OYSTER AUTOTOPUP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,20,OYSTER AUTOTOPUP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,20,OYSTER AUTOTOPUP,Finance,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,40,OYSTER AUTOTOPUP,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,40,OYSTER AUTOTOPUP,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8612,20,OYSTER AUTOTOPUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8613,40,OYSTER BUS AUTOTOP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8613,20,OYSTER BUS AUTOTOP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8613,20,OYSTER BUS AUTOTOP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8613,40,OYSTER BUS AUTOTOP,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8614,50,OYSTER RENEW WEB,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,27/01/2014,SCC:PCA:8615,199,PAYPAL GFPARTNERSL,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8616,71.44,PAYPAL TRISH,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8617,247.05,PIZZA EXPRESS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8618,168.58,ROYAL ALEXANDRA AN,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8619,4.14,SACAT MARKS & SPENCER,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8620,4,SAINSBURYS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,27/01/2014,SCC:PCA:8621,12.19,SAINSBURYS SACAT,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8621,4.9,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8622,7.85,STARBUCKS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8623,5,SUBWAY (SOUTH HARROW),Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8624,98.42,SURVEY GIZMO,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8625,65.96,TAMESIDE METROPOLITAN,Community Protection,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8626,1.96,TESCO CNV STR,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8627,2.28,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,27/01/2014,SCC:PCA:8627,9.52,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,27/01/2014,SCC:PCA:8627,57.7,TESCO STORE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,27/01/2014,SCC:PCA:8627,44.66,TESCO STORE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,27/01/2014,SCC:PCA:8628,10,TFL CC/LEZ CHARGE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000326,Local Government [UK Only]
City of Westminster Council,27/01/2014,SCC:PCA:8629,16.73,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,27/01/2014,SCC:PCA:8630,145.5,TVLICENSING.CO.UK,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000430,Other Goods & Services Providers
City of Westminster Council,27/01/2014,SCC:PCA:8631,6.85,TWILIO,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8632,150,UNI OF WESTMINSTER,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8633,19.28,VISTAPR VistaPrint.uk,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8634,0.47,WESTMINSTER PARKING PA,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8635,0.01,WWC PAYMENT,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8635,0.01,WWC PAYMENT,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8636,8.25,ABBEY COMMUNITY SERVIC,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8636,38.6,ABBEY COMMUNITY SERVIC,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8636,3.5,ABBEY COMMUNITY SERVIC,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8637,15.99,Amazon Mktplce EU-UK,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8638,3.63,BOATHOUSE CAFE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8639,5.59,BURGER KING,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8640,6.25,CHIC DRY CLEANER,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8641,800,CIEH,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000532,Professional Associations
City of Westminster Council,28/01/2014,SCC:PCA:8642,9.89,CO-OP GROUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,28/01/2014,SCC:PCA:8643,200,CORNER HOUSE HOTEL,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000272,Hotels
City of Westminster Council,28/01/2014,SCC:PCA:8644,4.1,COSTA COFFEE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8644,5.15,COSTA COFFEE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8645,9.25,GRO HM PASSPORT OFFICE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8646,680.5,ISTOCK INTERNATIONAL,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000320,Libraries
City of Westminster Council,28/01/2014,SCC:PCA:8647,5.79,KFC,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8648,6,LBI PAY BY PHONE,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8649,16.7,LOCATION CARS LTD,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8650,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,28/01/2014,SCC:PCA:8650,3.6,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,28/01/2014,SCC:PCA:8650,9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,28/01/2014,SCC:PCA:8650,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,28/01/2014,SCC:PCA:8650,10,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,28/01/2014,SCC:PCA:8651,8.9,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8651,11,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8652,32.9,NEW SOUTHERN RAILW,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,28/01/2014,SCC:PCA:8653,5.3,PRET A MANAGER,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8653,3.35,PRET A MANAGER,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8654,3,QUEENSWAY,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8654,3,QUEENSWAY,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8655,106.9,RABEELA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8656,2.65,RINGGO,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8657,8,RYMAN,Finance,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,28/01/2014,SCC:PCA:8657,26.6,RYMAN,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,28/01/2014,SCC:PCA:8658,12.51,SAINSBURYS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,28/01/2014,SCC:PCA:8659,5,SELFSERVE TICKET,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8660,37.6,SIA NEWS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8661,2.4,SOUTHWARK ON STREET WE,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8662,5,SUBWAY,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8663,2.5,TESCO SACAT,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8663,4.95,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8664,4.93,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,28/01/2014,SCC:PCA:8664,7.54,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,28/01/2014,SCC:PCA:8665,10,TFL CC/LEZ CHARGE,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000326,Local Government [UK Only]
City of Westminster Council,28/01/2014,SCC:PCA:8666,13.4,THE CHILTERN RLYWY,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000549,Rail Companies
City of Westminster Council,28/01/2014,SCC:PCA:8667,125.46,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,28/01/2014,SCC:PCA:8668,202.44,UNION METRICS,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000435,Other Information Service Providers
City of Westminster Council,28/01/2014,SCC:PCA:8669,4.17,WAITROSE 783,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,28/01/2014,SCC:PCA:8669,5.78,WAITROSE 783,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,28/01/2014,SCC:PCA:8670,3.71,WASABI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8671,210,WESTMINSTER FORUM,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,,
City of Westminster Council,28/01/2014,SCC:PCA:8672,1.8,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8673,476.6,WICKES BUILDING,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,28/01/2014,SCC:PCA:8674,595,WWW.CAVAMEDIA.COM,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8675,211.02,Amazon Mktplce EU-UK,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8676,3.28,AMBROSE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8677,129.26,AMBROSE WILSON PLC,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8678,66.67,CHIPSTEAD,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8679,188.5,Cross Country,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8679,188.5,Cross Country,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8680,29.99,ENGLISH HERITAGE,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8681,950,ENVIROMENT AGENCY,Property,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8682,10,FGW SELF SERVICE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8683,10,FGW TICKET OFFICE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8684,4.75,HUNGRY YETI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8684,4.75,HUNGRY YETI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8685,11.4,LONDON OVERGROUND-,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8686,10,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8686,30,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8686,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8686,30,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8686,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8686,30,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8686,9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8687,10,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8687,8.9,LUL TICKET OFFICE.,Childres Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8688,50,OYSTER RENEW WEB,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,29/01/2014,SCC:PCA:8689,5.49,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,29/01/2014,SCC:PCA:8689,9.24,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,29/01/2014,SCC:PCA:8689,23.18,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,29/01/2014,SCC:PCA:8690,63.7,SACAT MARKS & SPENCER,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8690,4.79,SACAT MARKS & SPENCER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8691,6.79,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8691,2.1,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8691,7.35,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8692,5,SELFSERVE TICKET,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8693,845,SERCO EPC,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8694,20.5,SPA OFF LICENCE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8695,5,SUBWAY,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8695,5,SUBWAY,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8696,4,TESCO CONVENIENCE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8697,1.39,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8698,10.32,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,29/01/2014,SCC:PCA:8698,5.45,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,29/01/2014,SCC:PCA:8699,10,TFL CC/LEZ CHARGE,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000326,Local Government [UK Only]
City of Westminster Council,29/01/2014,SCC:PCA:8699,10,TFL CC/LEZ CHARGE,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000326,Local Government [UK Only]
City of Westminster Council,29/01/2014,SCC:PCA:8700,65,TFL CC/LEZ PENALTY,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8701,14.67,THCP MACHINES,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8702,32.44,THE BOOK DEPOSITORY,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000069,Bookshops
City of Westminster Council,29/01/2014,SCC:PCA:8703,19.43,TINSELTOWN (GANTS HILL,Childres Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8704,75.99,Trainline.com,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8704,106.59,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8704,77.62,Trainline.com,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8704,77.62,Trainline.com,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8704,70.89,Trainline.com,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,29/01/2014,SCC:PCA:8705,4.29,UPPER CRUST,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8706,1.96,WAITROSE 756,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,29/01/2014,SCC:PCA:8707,153.8,WEST COAST TRAINS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
