Body Name,Date,Transaction Number,Amount,Supplier,Expense Area,Directorate Name,Cost Centre Name,Subjective,Supplier Size,Merchant Category Code,Merchant Category Label
City of Westminster Council,16/01/2014,SCC:PCA:8321,3.85,H&F PAY AND DISPLAY,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8322,510,INVOL & PARTIC ASS,Human Resources,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8323,35,LONDON MARATHON,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8324,8.8,LONDON OVERGROUND-,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,16/01/2014,SCC:PCA:8325,30,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,16/01/2014,SCC:PCA:8325,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,16/01/2014,SCC:PCA:8325,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,16/01/2014,SCC:PCA:8325,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,16/01/2014,SCC:PCA:8325,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,16/01/2014,SCC:PCA:8326,20,LUL TICKET OFFICE.,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8327,5.19,MCDONALDS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,16/01/2014,SCC:PCA:8327,5.68,MCDONALDS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,16/01/2014,SCC:PCA:8328,10,O2 PREPAY TOP-UP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8329,20,OYSTER AUTOTOPUP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,16/01/2014,SCC:PCA:8329,20,OYSTER AUTOTOPUP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,16/01/2014,SCC:PCA:8329,20,OYSTER AUTOTOPUP,Property,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,16/01/2014,SCC:PCA:8329,40,OYSTER AUTOTOPUP,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,16/01/2014,SCC:PCA:8329,40,OYSTER AUTOTOPUP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,16/01/2014,SCC:PCA:8329,40,OYSTER AUTOTOPUP,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,16/01/2014,SCC:PCA:8330,40,OYSTER BUS AUTOTOP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,16/01/2014,SCC:PCA:8330,20,OYSTER BUS AUTOTOP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,16/01/2014,SCC:PCA:8331,35,OYSTER ISSUE WEB,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8331,45,OYSTER ISSUE WEB,Transportation,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8332,118.8,PAYPAL ACT NOW,Information Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8333,5,PORCHESTER NEWS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8334,7.79,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8335,5.89,SUBWAY,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8336,500,TESCO GIFT CARD,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,16/01/2014,SCC:PCA:8337,1.14,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8337,3,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8337,4.98,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8338,5.83,TESCO STORE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,16/01/2014,SCC:PCA:8338,5.86,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,16/01/2014,SCC:PCA:8338,5.21,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,16/01/2014,SCC:PCA:8338,9.73,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,16/01/2014,SCC:PCA:8338,8.45,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,16/01/2014,SCC:PCA:8339,11,THCP MACHINES,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8340,0.98,WAITROSE 783,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,16/01/2014,SCC:PCA:8341,2.4,WESTMINSTER PARK/PARKE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8342,0.73,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8342,1.04,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8342,-0.8,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8342,7.33,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8342,6,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8343,70,WP-CITY CENTRE RES,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,16/01/2014,SCC:PCA:8344,23,WWW.UCAS.COM,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8345,20.99,3-MAIDENHEAD,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8346,23.75,Amazon Mktplce EU-UK,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8346,14.88,Amazon Mktplce EU-UK,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8346,428,Amazon Mktplce EU-UK,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8346,24.99,Amazon Mktplce EU-UK,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8347,0.76,BOOTS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8348,17.26,CO-OP GROUP,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,17/01/2014,SCC:PCA:8349,12.6,GREATER ANGLIA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8350,83.47,HOTEL FRANCAIS,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8350,166.94,HOTEL FRANCAIS,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8351,5,LONDON OVERGROUND-,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8352,60,LUL TICKET MACHINE,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8352,16.4,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8352,7.3,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8352,116.8,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8352,17.8,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8352,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8352,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8352,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8353,8.9,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8353,11,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8354,9.35,MAIL BOXES ETC,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8355,5.45,MARKS & SPENCER SSPLTD,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8356,3.59,MCDONALDS,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,17/01/2014,SCC:PCA:8356,2.99,MCDONALDS,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,17/01/2014,SCC:PCA:8357,6.17,MCDONALDS REST.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8358,40,OYSTER AUTOTOPUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8358,40,OYSTER AUTOTOPUP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8358,40,OYSTER AUTOTOPUP,Property,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8358,20,OYSTER AUTOTOPUP,Property,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8358,20,OYSTER AUTOTOPUP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8359,20,OYSTER BUS AUTOTOP,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8359,20,OYSTER BUS AUTOTOP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8359,20,OYSTER BUS AUTOTOP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8359,40,OYSTER BUS AUTOTOP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8360,50,OYSTER RENEW WEB,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,17/01/2014,SCC:PCA:8361,5.58,PRET A MANGER,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,17/01/2014,SCC:PCA:8362,32.99,PROSHOPSPORT.CO.UK,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8363,6.67,SAINSBURYS LOC4065,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8364,25,SAINSBURYS LOC4164,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8365,5,SANNIN LTD,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8366,19.5,SAVERS,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8367,14.99,SCREWFIX DIRECT,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8368,8.85,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,17/01/2014,SCC:PCA:8368,6.75,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,17/01/2014,SCC:PCA:8369,14.67,THCP MACHINES,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8370,9.27,THE BOOK DEPOSITORY,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000069,Bookshops
City of Westminster Council,17/01/2014,SCC:PCA:8371,10.4,THE CHILTERN RLYWY,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8371,10.4,THE CHILTERN RLYWY,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8372,228.75,THE SCIENCE MUSEUM,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8373,23.05,Trainline.com,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8373,22.64,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8373,32.84,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,17/01/2014,SCC:PCA:8374,3.71,WASABI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8375,79.2,WEST COAST TRAINS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8376,0.6,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,17/01/2014,SCC:PCA:8377,619.98,WORLDSTORES LTD,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,,
City of Westminster Council,20/01/2014,SCC:PCA:8378,40,Amazon EU,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8378,502.5,Amazon EU,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8378,60.6,Amazon EU,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8378,10.87,Amazon EU,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8378,50.37,Amazon EU,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8378,16.87,Amazon EU,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8378,40.8,Amazon EU,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8379,30.93,Amazon Mktplce EU-UK,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8379,23.17,Amazon Mktplce EU-UK,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8379,49,Amazon Mktplce EU-UK,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8379,5.53,Amazon Mktplce EU-UK,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8379,12.63,Amazon Mktplce EU-UK,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
