,Station Name,ID,Lat,Lon,GLOSS ID,Country,Date,Coastline,Station
720,KLAIPEDA,118,55.7,21.133,,LTU,17/07/2012,84,161
721,MACAU,269,22.2,113.55,,MAC,06/09/1990,609,1
722,NOSY-BE,926,-13.4,48.283,15.0,MDG,01/01/1980,440,1
723,PULAU LANGKAWI,1676,6.431,99.764,,MYS,01/07/2015,550,2
724,PULAU PINANG,1595,5.422,100.347,,MYS,01/07/2015,550,3
725,LUMUT,1594,4.24,100.613,43.0,MYS,01/07/2015,550,5
726,PELABUHAN KELANG,1591,3.05,101.358,,MYS,01/07/2015,550,7
727,TANJUNG KELING,1593,2.215,102.153,,MYS,01/07/2015,550,9
728,KUKUP,1677,1.325,103.443,,MYS,01/07/2015,550,10
729,JOHOR BAHRU,248,1.462,103.792,,MYS,25/09/2014,550,11
730,TANJUNG SEDILI,1702,1.932,104.115,,MYS,01/07/2015,550,12
731,PULAU TIOMAN,1678,2.807,104.14,,MYS,01/07/2015,550,13
732,TANJUNG GELANG,1589,3.975,103.43,,MYS,01/07/2015,550,14
733,CENDERING,1592,5.265,103.187,293.0,MYS,01/07/2015,550,17
734,GETING,1703,6.226,102.107,,MYS,01/07/2015,550,21
735,MIRI,1819,4.401,113.974,,MYS,01/07/2015,663,1
736,BINTULU,1833,3.262,113.064,,MYS,01/07/2015,663,11
737,SEJINGKAT,1893,1.583,110.422,,MYS,25/07/2011,663,21
738,LABUAN 2,1879,5.273,115.25,,MYS,01/07/2015,665,2
739,KOTA KINABALU,1733,5.983,116.067,,MYS,01/07/2015,665,31
740,KUDAT,1876,6.879,116.844,,MYS,01/07/2015,665,38
741,SANDAKAN,1834,5.81,118.067,,MYS,01/07/2015,665,45
742,LAHAT DATU,1877,5.019,118.346,,MYS,01/07/2015,665,53
743,TAWAU,1734,4.233,117.883,,MYS,01/07/2015,665,61
744,GAN II,1707,-0.683,73.15,27.0,MDV,29/10/2015,454,2
745,"MALE-B, HULULE",1753,4.183,73.533,28.0,MDV,15/10/2013,454,11
746,MARSAXLOKK (FORMALLY VALLETTA),1735,35.82,14.533,,MLT,01/10/2015,265,1
747,ENEWETOK,665,11.367,162.35,,MHL,01/01/1980,720,1
748,KWAJALEIN,513,8.732,167.735,111.0,MHL,28/04/2015,720,11
749,MAJURO-B,1217,7.1,171.367,112.0,MHL,17/10/2002,720,16
750,MAJURO-C,1838,7.106,171.373,112.0,MHL,19/05/2015,720,17
751,WAKE ISLAND,595,19.29,166.617,105.0,MHL,28/04/2015,720,21
752,FORT-DE-FRANCE II,1942,14.602,-61.063,338.0,MTQ,20/07/2015,912,21
753,GRAND PORT,930,-20.367,57.75,,MUS,01/01/1980,450,1
754,PORT LOUIS,477,-20.15,57.5,18.0,MUS,12/06/1991,450,11
755,PORT LOUIS II,1673,-20.15,57.5,18.0,MUS,14/01/2016,450,12
756,RODRIGUES IS,1672,-19.667,63.417,19.0,MUS,14/01/2016,450,21
757,DZAOUDZI,1642,-12.782,45.258,96.0,MYT,20/07/2015,438,1
758,ENSENADA,795,31.85,-116.633,,MEX,12/01/2012,830,1
759,BAHIA SAN QUINTIN,1457,30.483,-115.983,,MEX,29/12/1994,830,5
760,GUADALUPE ISLAND II,1413,28.883,-118.3,160.0,MEX,29/01/1992,830,12
761,ISLA DE CEDROS,1430,28.1,-115.183,,MEX,29/01/1992,830,14
762,CABO SAN LUCAS,1355,22.883,-109.9,161.0,MEX,31/07/2014,830,20
763,LA PAZ,695,24.167,-110.35,,MEX,14/05/2013,830,21
764,LORETO,1410,26.017,-111.367,,MEX,29/01/1992,830,23
765,BAHIA DE LOS ANGELES,1357,28.967,-113.55,,MEX,03/12/1997,830,25
766,GUAYMAS,693,27.917,-110.9,,MEX,14/05/2013,830,31
767,TOPOLOBAMPO,793,25.6,-109.05,,MEX,21/01/1992,830,41
768,MAZATLAN,712,23.2,-106.417,,MEX,14/02/1996,830,51
769,MANZANILLO,737,19.05,-104.333,163.0,MEX,23/01/1992,830,71
770,MANZANILLO 2,1818,19.067,-104.3,163.0,MEX,23/09/2015,830,72
771,ACAPULCO,686,16.833,-99.917,267.0,MEX,24/06/2015,830,81
772,PUERTO ANGEL,1015,15.5,-96.5,164.0,MEX,14/02/1996,830,86
773,SALINA CRUZ,689,16.167,-95.2,,MEX,14/05/2013,830,91
774,PROGRESO,690,21.3,-89.667,213.0,MEX,24/06/2015,920,1
775,CIUDAD DEL CARMEN,796,18.633,-91.85,,MEX,24/01/1992,920,11
776,COATZACOALCOS,692,18.15,-94.417,,MEX,23/01/1992,920,21
777,ALVARADO,768,18.767,-95.767,,MEX,23/01/1992,920,31
778,TUXPAN,918,21.0,-97.333,,MEX,15/05/2013,920,51
779,CIUDAD MADERO,1020,22.25,-97.8,,MEX,09/10/1990,920,66
780,"CHUUK, MOEN ISLAND",528,7.447,151.847,116.0,FSM,10/03/2000,710,1
781,KAPINGAMARANGI,1473,1.1,154.783,117.0,FSM,28/10/2015,710,26
782,POHNPEI-B,1370,6.983,158.233,115.0,FSM,04/11/2015,710,31
783,POHNPEI C,1925,6.981,158.2,115.0,FSM,19/05/2015,710,32
784,MONACO (FONTVIEILLE),788,43.729,7.421,,MCO,20/07/2015,233,11
785,BAR,1075,42.083,19.083,,MNE,03/02/1993,281,11
786,VILLA SANJURJO,506,35.25,-3.917,,MAR,01/01/1980,350,4
787,MAPUTO,986,-25.967,32.567,,MOZ,12/10/2005,432,1
788,MOZAMBIQUE ISLAND,1054,-15.033,40.733,,MOZ,01/01/1980,432,21
789,AKYAB,421,20.133,92.9,37.0,MMR,01/01/1980,530,1
790,RANGOON,210,16.767,96.167,,MMR,01/01/1980,530,11
791,MOULMEIN,747,16.483,97.617,141.0,MMR,01/01/1980,530,21
792,AMHERST,746,16.083,97.567,,MMR,01/01/1980,530,31
793,WALVIS BAY,914,-22.949,14.499,314.0,NAM,13/05/2015,427,1
794,LUDERITZ,911,-26.643,15.155,,NAM,13/05/2015,427,11
795,NAURU,1374,-0.533,166.9,114.0,NRU,14/02/1996,715,1
796,NAURU-B,1844,-0.529,166.91,114.0,NRU,19/05/2015,715,2
797,DELFZIJL,24,53.326,6.933,,NLD,15/06/2015,150,1
798,WEST-TERSCHELLING,236,53.363,5.22,,NLD,15/06/2015,150,11
799,HARLINGEN,25,53.176,5.409,,NLD,15/06/2015,150,21
800,DEN HELDER,23,52.964,4.745,,NLD,15/06/2015,150,31
801,IJMUIDEN,32,52.462,4.555,,NLD,15/06/2015,150,41
802,HOEK VAN HOLLAND,22,51.978,4.12,,NLD,15/06/2015,150,51
803,MAASSLUIS,9,51.918,4.25,,NLD,15/06/2015,150,61
804,ROOMPOT BUITEN,1551,51.62,3.682,,NLD,15/06/2015,150,90
805,VLISSINGEN,20,51.442,3.596,,NLD,15/06/2015,150,101
806,NOUMEA-CHALEIX,852,-22.3,166.433,123.0,NCL,13/09/1991,740,1
807,NOUMEA-NUMBO,2134,-22.242,166.416,123.0,NCL,20/07/2015,740,21
808,AUCKLAND-WAITEMATA HARBOUR,217,-36.843,174.769,127.0,NZL,27/08/1999,690,1
809,AUCKLAND II,150,-36.843,174.769,127.0,NZL,09/06/2003,690,2
810,MOTURIKI ISLAND,978,-37.632,176.185,,NZL,23/11/2010,690,4
811,TAURANGA (SALISBURY WHARF),1590,-37.641,176.181,,NZL,19/08/2015,690,6
812,GISBORNE,1613,-38.675,178.022,,NZL,19/08/2015,690,8
813,NAPIER,1750,-39.476,176.92,,NZL,19/08/2015,690,9
814,WELLINGTON HARBOUR,221,-41.284,174.78,101.0,NZL,19/08/2015,690,11
815,WELLINGTON II,500,-41.284,174.78,101.0,NZL,04/03/2013,690,12
816,PORT LYTTELTON,247,-43.606,172.722,,NZL,19/08/2015,690,21
817,LYTTELTON II,259,-43.606,172.722,,NZL,17/01/2003,690,22
818,TIMARU HARBOUR,998,-44.394,171.256,,NZL,19/08/2015,690,26
819,PORT CHALMERS,1643,-45.815,170.624,,NZL,19/08/2015,690,28
820,DUNEDIN,252,-45.879,170.513,,NZL,01/01/1980,690,31
821,DUNEDIN II,136,-45.879,170.513,,NZL,19/08/2015,690,32
822,BLUFF (SOUTHLAND HARBOUR),213,-46.598,168.345,129.0,NZL,19/08/2015,690,41
823,GREYMOUTH,993,-42.45,171.2,,NZL,01/01/1980,690,51
824,WESTPORT HARBOUR,1004,-41.746,171.595,,NZL,25/05/1995,690,61
825,NELSON,787,-41.261,173.273,,NZL,19/08/2015,690,71
826,WANGANUI,1621,-39.945,174.993,,NZL,19/05/1989,690,77
827,PORT TARANAKI,996,-39.056,174.034,,NZL,19/08/2015,690,81
828,WHANGAREI HARBOUR (MARSDEN POINT),1065,-35.757,174.35,,NZL,19/08/2015,690,105
829,CHATHAM ISLAND,1920,-43.946,-176.561,128.0,NZL,17/11/2010,690,401
830,FORCADOS,389,5.35,5.35,,NGA,05/10/1992,420,11
831,NORFOLK ISLAND,821,-29.058,167.954,124.0,NFK,19/05/2015,680,91
832,SAIPAN,1474,15.233,145.75,118.0,MNP,28/10/2015,700,11
833,VARDO,524,70.375,31.104,323.0,NOR,10/11/2015,40,1
834,VADSO,1257,70.067,29.75,,NOR,18/10/1994,40,5
835,BERLEVAG,442,70.85,29.1,,NOR,01/01/1980,40,11
836,HONNINGSVAG,1267,70.98,25.973,,NOR,10/11/2015,40,15
837,HAMMERFEST,758,70.665,23.683,,NOR,10/11/2015,40,21
838,TROMSO,680,69.647,18.961,,NOR,10/11/2015,40,31
839,ANDENES,425,69.326,16.135,322.0,NOR,10/11/2015,40,41
840,HARSTAD,681,68.801,16.548,,NOR,10/11/2015,40,61
841,EVENSKJAER,531,68.583,16.55,,NOR,01/01/1980,40,71
842,NARVIK,312,68.428,17.426,,NOR,10/11/2015,40,81
843,KABELVAG,45,68.213,14.482,,NOR,10/11/2015,40,91
844,BODO,562,67.288,14.391,,NOR,10/11/2015,40,101
845,SANDNESSJOEN,1137,66.017,12.633,,NOR,01/01/1980,40,117
846,MOSJOEN,781,65.85,13.2,,NOR,01/01/1980,40,121
847,BRONNOYSUND,803,65.483,12.217,,NOR,01/01/1980,40,131
848,RORVIK,1241,64.859,11.23,234.0,NOR,10/11/2015,40,136
849,TRONDHEIM,34,63.433,10.433,,NOR,30/09/1991,40,141
850,TRONDHEIM 2,1748,63.436,10.392,,NOR,17/11/2015,40,142
851,HEIMSJO,313,63.425,9.102,,NOR,10/11/2015,40,151
852,KRISTIANSUND,682,63.114,7.734,,NOR,10/11/2015,40,161
853,ALESUND,509,62.469,6.152,,NOR,10/11/2015,40,191
854,KJOLSDAL,398,61.917,5.633,,NOR,10/10/1994,40,201
855,MALOY,486,61.934,5.113,,NOR,10/11/2015,40,211
856,BERGEN,58,60.398,5.32,,NOR,10/11/2015,40,221
857,STAVANGER,47,58.974,5.73,,NOR,17/11/2015,40,261
858,TREGDE,302,58.006,7.555,321.0,NOR,10/11/2015,40,301
859,HELGEROA,1113,58.995,9.856,,NOR,17/11/2015,40,310
860,NEVLUNGHAVN,401,58.967,9.883,,NOR,01/01/1980,40,311
861,OSLO,62,59.909,10.735,,NOR,10/11/2015,40,321
862,OSCARSBORG,33,59.678,10.605,,NOR,10/11/2015,40,331
863,VIKER,1759,59.036,10.95,,NOR,17/11/2015,40,341
864,SALALAH,1754,16.933,54.0,4.0,OMN,13/01/2016,487,1
865,MASIRAH,1887,20.683,58.867,,OMN,29/10/2015,487,12
866,MUSCAT,1716,23.633,58.567,,OMN,15/10/2013,487,21
867,MUSCAT B,2185,23.628,58.565,,OMN,28/10/2015,487,22
868,KARACHI,204,24.812,66.975,30.0,PAK,27/01/2016,490,21
869,MALAKAL-B,1252,7.333,134.467,120.0,PLW,29/10/2015,711,21
870,PUERTO ARMUELLES,668,8.267,-82.867,,PAN,01/01/1980,840,1
871,PUERTO ARMUELLES B,1571,8.267,-82.867,,PAN,05/06/2014,840,2
872,BALBOA,163,8.967,-79.567,168.0,PAN,03/11/2015,840,11
873,NAOS ISLAND,581,8.918,-79.55,,PAN,01/01/1980,840,21
874,NAOS ISLAND 2,1783,8.918,-79.533,,PAN,07/10/1998,840,22
875,COCO SOLO,1530,9.367,-79.883,208.0,PAN,21/08/1997,904,6
876,CRISTOBAL,169,9.35,-79.917,208.0,PAN,16/01/2012,904,11
877,LAE,1303,-6.75,147.0,,PNG,03/07/2013,670,2
878,ALOTAU,1607,-10.317,150.45,63.0,PNG,03/07/2013,670,6
879,PORT MORESBY,439,-9.483,147.133,,PNG,20/05/1996,670,11
880,PORT MORESBY II,1610,-9.483,147.133,,PNG,26/03/2013,670,12
881,RABAUL,1164,-4.2,152.183,65.0,PNG,08/12/1998,670,21
882,KAVIENG,1608,-2.583,150.8,,PNG,03/07/2013,670,31
883,MANUS ISLAND,1609,-2.017,147.267,,PNG,03/07/2013,670,41
884,LOMBRUM,1860,-2.042,147.374,331.0,PNG,19/05/2015,670,43
885,WEWAK,1304,-3.55,143.633,,PNG,03/07/2013,670,51
886,MADANG,1254,-5.217,145.8,,PNG,03/07/2013,670,61
887,TALARA,475,-4.617,-81.283,,PER,01/01/1980,848,11
888,CHIMBOTE,771,-9.083,-78.633,,PER,01/01/1980,848,21
889,CALLAO 2,1274,-12.05,-77.15,173.0,PER,29/10/2015,848,32
890,SAN JUAN,923,-15.367,-75.2,,PER,01/01/1980,848,41
891,MATARANI,458,-17.0,-72.117,,PER,01/03/1990,848,51
892,MATARANI B,2188,-17.002,-72.108,,PER,04/11/2015,848,55
893,"SAN FERNANDO, LA UNION",548,16.617,120.3,,PHL,27/06/1990,660,1
894,SAN JOSE,1711,12.333,121.083,,PHL,01/12/2015,660,2
895,PORT IRENE,1705,18.383,122.1,,PHL,08/10/2008,660,3
896,CATICLAN MALAY AKLAN,2172,11.95,121.933,,PHL,07/01/2016,660,4
897,"PULUPANDAN, NEGROS OCCIDENTAL",2151,10.517,122.8,,PHL,07/01/2016,660,5
898,CURRIMAO ILOCOS NORTE,2173,17.983,120.483,,PHL,01/12/2015,660,7
899,"BALANACAN, MARINDUQUE",2157,13.533,121.867,,PHL,01/12/2015,660,8
900,SUBIC ZAMBALES,2176,14.767,120.25,,PHL,01/12/2015,660,9
901,"MANILA, S. HARBOR",145,14.583,120.967,73.0,PHL,01/12/2015,660,11
902,"LEGASPI, ALBAY",522,13.15,123.75,72.0,PHL,01/12/2015,660,21
903,"VIRAC, CATANDUANES",2150,13.583,124.233,,PHL,07/01/2016,660,22
904,REAL QUEZON,2035,14.667,121.6,,PHL,01/12/2015,660,24
905,"TACLOBAN, LEYTE",664,11.25,125.0,,PHL,01/01/1980,660,71
906,CEBU,394,10.3,123.917,,PHL,01/12/2015,660,101
907,"BALINTANG, QUEZON, PALAWAN",2155,9.35,118.133,,PHL,12/12/2013,660,106
908,"PUERTO PRINCESA, PALAWAN",207,9.75,118.733,,PHL,01/12/2015,660,111
909,"MATI, DAVAO ORIENTAL",2156,6.95,126.217,,PHL,07/01/2016,660,116
910,"DAVAO, DAVAO GULF",537,7.083,125.633,71.0,PHL,01/12/2015,660,121
911,PAGADIAN CITY,2152,7.817,123.433,,PHL,01/12/2015,660,125
912,"MAKAR, GENERAL SANTOS CITY",2153,6.1,125.15,,PHL,01/12/2015,660,128
913,ZAMBOANGA CITY,2175,6.917,122.067,,PHL,01/12/2015,660,133
914,"JOLO, SULU",260,6.067,121.0,70.0,PHL,30/03/1999,660,141
915,"MACABALAN PORT, CAGAYAN DE ORO",2154,8.5,124.667,,PHL,01/12/2015,660,145
916,"TANDAG, SURIGAO DEL SUR",2158,9.083,126.2,,PHL,01/12/2015,660,148
917,MAMBAJAO CAMGUIN,2174,9.25,124.733,,PHL,01/12/2015,660,150
918,SURIGAO,1708,9.783,125.5,,PHL,01/12/2015,660,151
919,GDANSK/NOWY PORT,64,54.4,18.683,,POL,19/10/2001,110,22
920,GDYNIA,364,54.533,18.55,,POL,01/01/1980,110,32
921,HEL,146,54.6,18.8,,POL,01/01/1980,110,42
922,WLADYSLAWOWO,645,54.8,18.417,,POL,19/10/2001,110,47
923,USTKA,644,54.583,16.867,,POL,19/10/2001,110,57
924,KOLOBRZEG,643,54.183,15.55,,POL,19/10/2001,110,72
925,SWINOUJSCIE,2,53.917,14.233,,POL,19/10/2001,110,92
926,VIANA,1482,41.683,-8.833,,PRT,09/11/1998,210,11
927,LEIXOES,791,41.183,-8.7,,PRT,09/11/1998,210,12
928,AVEIRO,1402,40.65,-8.75,,PRT,06/11/1998,210,13
929,CASCAIS,52,38.683,-9.417,246.0,PRT,27/01/2016,210,21
930,LISBON,1336,38.7,-9.133,,PRT,30/11/1988,210,23
931,SETROIA,1425,38.5,-8.9,,PRT,09/11/1998,210,26
932,SINES,1456,37.95,-8.883,,PRT,09/11/1998,210,28
933,LAGOS,162,37.1,-8.667,,PRT,27/01/2016,210,31
934,PONTA DELGADA,258,37.736,-25.671,245.0,PRT,27/01/2016,360,1
935,ANGRA DO HEROISMO,380,38.65,-27.233,,PRT,04/11/1998,360,11
936,LAJES DAS FLORES,2171,39.378,-31.169,,PRT,16/12/2015,360,36
937,FUNCHAL,1030,32.644,-16.913,250.0,PRT,14/04/2009,365,1
938,FUNCHAL II,2024,32.651,-17.118,250.0,PRT,16/12/2015,365,10
939,CULEBRA,2120,18.302,-65.303,,PRI,12/02/2014,938,1
940,"ESPERANZA, VIEQUES",2209,18.093,-65.472,,PRI,13/02/2014,938,4
941,MAGUEYES ISLAND,759,17.97,-67.045,,PRI,28/04/2015,938,11
942,SAN JUAN,1001,18.458,-66.115,206.0,PRI,29/04/2015,938,21
943,AGUADILLA,2121,18.457,-67.163,,PRI,18/02/2013,938,31
944,MONA ISLAND,2122,18.09,-67.938,,PRI,29/04/2015,938,41
945,POINTE DES GALETS,1501,-20.935,55.285,17.0,REU,20/07/2015,451,1
946,CONSTANTZA,379,44.167,28.667,,ROU,01/07/1998,297,21
947,RUSSKAYA GAVAN,711,76.2,62.583,99.0,RUS,12/07/1994,30,1
948,RUSSKAIA GAVAN II,710,76.183,62.583,99.0,RUS,17/01/2003,30,3
949,BELYI NOS,859,69.6,60.217,,RUS,17/01/2003,30,7
950,BUGRINO,2025,68.8,49.333,,RUS,20/07/2010,30,10
951,KRENKELIA (HEISA OSTROV),1012,80.617,58.05,,RUS,17/01/2003,30,14
952,MALYE KARMAKULY,609,72.367,52.7,,RUS,17/01/2003,30,16
953,MURMANSK,684,68.967,33.05,274.0,RUS,26/01/2016,30,18
954,MURMANSK II,687,68.967,33.05,274.0,RUS,17/01/2003,30,19
955,POLYARNIY,2027,69.2,33.483,,RUS,20/07/2010,30,20
956,TERIBERKA,2028,69.2,35.117,,RUS,20/07/2010,30,23
957,LINAKHAMARI,365,69.65,31.367,,RUS,01/01/1980,30,25
958,MYS PIKSHUEVA,2026,69.55,32.433,,RUS,20/07/2010,30,30
959,BOLVANSKII NOS (FEDOROVA),651,70.45,59.083,,RUS,06/01/2003,30,305
960,UGORSKII SHAR (UGORSKII SHAR PROLIV),622,69.817,60.75,,RUS,06/01/2003,30,308
961,AMDERMA,599,69.75,61.7,,RUS,08/12/2014,30,310
962,UST KARA,600,69.25,64.517,,RUS,08/12/2014,30,315
963,MORZHOVAIA (HARASAVEI MYS),732,71.417,67.583,,RUS,16/05/2013,30,318
964,ZHELANIA II (ZHELANIA MYS),647,76.95,68.55,,RUS,06/01/2003,30,321
965,POPOVA (BELYI OSTROV),653,73.333,70.05,,RUS,06/01/2003,30,325
966,TADIBE-IAHA,767,70.367,72.567,,RUS,06/01/2003,30,328
967,SE-LAHA,1200,70.15,72.567,,RUS,06/01/2003,30,331
968,ANTIPAIUTA,1128,69.083,76.85,,RUS,06/01/2003,30,335
969,VISE (VISE OSTROV),704,79.5,76.983,,RUS,08/12/2014,30,338
970,LESKINA (LESKINA MYS),654,72.317,79.567,,RUS,06/01/2003,30,340
971,DIKSON,611,73.5,80.4,312.0,RUS,13/08/2013,30,345
972,UEDINENIA (UEDINENIA OSTROV),707,77.5,82.2,,RUS,06/01/2003,30,348
973,SOPOCHNAIA KARGA,917,71.867,82.7,,RUS,08/12/2014,30,351
974,IZVESTIA TSIK (IZVESTIA TSIK OSTROVA),728,75.95,82.95,,RUS,08/12/2014,30,360
975,STERLEGOVA (STERLEGOVA MYS),612,75.417,88.9,,RUS,13/08/2013,30,365
976,ISACHENKO (ISACHENKO OSTROV),734,77.15,89.2,,RUS,06/01/2003,30,370
977,GOLOMIANYI (GOLOMIANYI OSTROV),729,79.55,90.617,,RUS,13/08/2013,30,374
978,PRAVDY (PRAVDY OSTROV),615,76.267,94.767,,RUS,06/01/2003,30,378
979,RUSSKII (RUSSKII OSTROV),655,77.167,96.433,,RUS,06/01/2003,30,380
980,KRASNOFLOTSKIE (KRASNOFLOTSKIE OSTROVA),738,78.6,98.833,,RUS,16/05/2013,30,385
981,GEIBERGA (GEIBERGA OSTROV),648,77.6,101.517,,RUS,06/01/2003,30,387
982,SOLNECHNAIA (SOLNECHNAIA BUKHTA),656,78.2,103.267,,RUS,06/01/2003,30,390
983,FEDOROVA (CHELUSKIN MYS),601,77.717,104.3,,RUS,13/08/2013,30,392
984,KOSYSTYI (KOSYSTYI MYS),736,73.65,109.733,,RUS,06/01/2003,30,394
985,SVIATOI NOS (SVIATOI NOS MYS),657,72.833,140.733,,RUS,06/01/2003,30,397
986,PESCHANYI (PESCHANYI MYS),1006,79.433,102.483,,RUS,08/01/2003,30,405
987,ANDREIA (ANDREIA OSTROV),646,76.8,110.75,,RUS,08/01/2003,30,410
988,MALYI TAIMYR (MALYI TAIMYR OSTROV),620,78.083,106.817,,RUS,08/01/2003,30,414
989,PREOBRAZHENIA (PREOBRAZHENIA OSTROV),652,74.667,112.933,,RUS,08/01/2003,30,418
990,MARII PRONCHISHEVOI (BUKHTA),667,75.533,113.433,,RUS,08/01/2003,30,420
991,ANABAR,1780,73.217,113.5,,RUS,08/12/2014,30,425
992,TERPIAI-TUMSA,790,73.55,118.667,,RUS,08/01/2003,30,430
993,UST OLENEK,610,73.0,119.867,,RUS,08/01/2003,30,435
994,DUNAI (DUNAI OSTROV),640,73.933,124.5,,RUS,13/08/2013,30,440
995,SAGYLLAH-ARY,1019,73.15,128.883,,RUS,08/01/2003,30,443
996,TIKSI (TIKSI BUKHTA),569,71.583,128.917,313.0,RUS,13/08/2013,30,447
997,BYKOV MYS (BYKOV MYS),1399,72.0,129.117,,RUS,08/01/2003,30,449
998,MALYSHEVA (MALYSHEVA OSTROV),741,72.067,129.833,,RUS,08/01/2003,30,452
999,MUOSTAH ( MUOSTAH OSTROV),649,71.55,130.033,,RUS,08/01/2003,30,455
1000,NAIBA,1497,70.85,130.75,,RUS,08/01/2003,30,460
1001,BUORHAIA (BUORHAIA MYS),735,71.95,132.767,,RUS,08/01/2003,30,464
1002,UADEI,709,71.517,136.417,,RUS,08/01/2003,30,468
1003,KOTELNYI (KOTELNYI OSTROV),641,76.0,137.867,,RUS,08/12/2014,30,475
